	PRESF	PASTF	LEMMAF	 REG	NULL	X->{	X->$t	5->u	g5->wEnt
JVk@l->JV-k@ld	39	14	153	1	0	0	0	0	0
smir->smird	51	14	177	1	0	0	0	0	0
b6nd->b6n-dId	872	14	961	1	0	0	0	0	0
dr{ft->dr{f-tId	190	14	323	1	0	0	0	0	0
f$tIf2->f$-tI-f2d	5	14	94	1	0	0	0	0	0
mVd@l->mV-d@ld	83	14	180	1	0	0	0	0	0
fjuz->fjuzd	89	14	201	1	0	0	0	0	0
mQd@l->mQ-d@ld	993	14	1543	1	0	0	0	0	0
rVf@l->rV-f@ld	4	14	103	1	0	0	0	0	0
t2m->t2md	32093	14	35437	1	0	0	0	0	0
t{n->t{nd	239	14	335	1	0	0	0	0	0
m5S@n->m5-S@nd	601	14	792	1	0	0	0	0	0
l{ps->l{pst	65	14	156	1	0	0	0	0	0
dIss{tIsf2->dIs-s{-tIs-f2d	0	14	71	1	0	0	0	0	0
@f$d->@-f$-dId	257	13	1119	1	0	0	0	0	0
d2n->d2nd	18	13	563	1	0	0	0	0	0
rIsk->rIskt	1058	13	1799	1	0	0	0	0	0
spEl->spEld	268	13	653	1	0	0	0	0	0
swEt->swE-tId	463	13	751	1	0	0	0	0	0
tiz->tizd	33	13	267	1	0	0	0	0	0
d{z@l->d{-z@ld	29	13	255	1	0	0	0	0	0
k{m->k{md	602	13	835	1	0	0	0	0	0
bQm->bQmd	509	13	962	1	0	0	0	0	0
d2v->d2vd	57	13	274	1	0	0	0	0	0
ImIt1t->I-mI-t1-tId	25	13	223	1	0	0	0	0	0
b5st->b5-stId	37	13	234	1	0	0	0	0	0
dIf2->dI-f2d	20	13	203	1	0	0	0	0	0
hjumIlI1t->hju-mI-lI-1-tId	6	13	199	1	0	0	0	0	0
lik->likt	111	13	322	1	0	0	0	0	0
J{t3->J{-t3d	69	13	248	1	0	0	0	0	0
w3l->w3ld	31	13	209	1	0	0	0	0	0
k@ntr{st->k@n-tr{-stId	733	13	948	1	0	0	0	0	0
spr1->spr1d	158	13	385	1	0	0	0	0	0
gr5p->gr5pt	9	13	182	1	0	0	0	0	0
pil->pild	43	13	205	1	0	0	0	0	0
lum->lumd	34	13	207	1	0	0	0	0	0
prQsIkjut->prQ-sI-kju-tId	15	13	172	1	0	0	0	0	0
sQf@n->sQ-f@nd	17	13	171	1	0	0	0	0	0
k@ngr{JUl1t->k@n-gr{-JU-l1-tId	17	13	163	1	0	0	0	0	0
dwInd@l->dwIn-d@ld	5	13	163	1	0	0	0	0	0
fEl->fEld	536	13	229	1	0	0	0	0	0
fIlt3->fIl-t3d	46	13	211	1	0	0	0	0	0
hQp->hQpt	64	13	244	1	0	0	0	0	0
dQrt->dQr-tId	40	13	208	1	0	0	0	0	0
dI_Est->dI-_E-stId	27	13	166	1	0	0	0	0	0
grVmb@l->grVm-b@ld	17	13	164	1	0	0	0	0	0
s2l@ns->s2-l@nst	1585	13	1761	1	0	0	0	0	0
tr{mp@l->tr{m-p@ld	7	13	141	1	0	0	0	0	0
s4l->s4ld	742	13	957	1	0	0	0	0	0
j$n->j$nd	36	13	175	1	0	0	0	0	0
pVblIs2z->pV-blI-s2zd	12	13	130	1	0	0	0	0	0
k@nsQlId1t->k@n-sQ-lI-d1-tId	10	13	128	1	0	0	0	0	0
ImIt->I-mI-tId	8	13	128	1	0	0	0	0	0
@bjuz->@-bjuzd	259	13	424	1	0	0	0	0	0
wIsk->wIskt	16	13	129	1	0	0	0	0	0
plVg->plVgd	108	13	290	1	0	0	0	0	0
InlIst->In-lI-stId	11	13	118	1	0	0	0	0	0
lImp->lImpt	191	13	308	1	0	0	0	0	0
b{nIS->b{-nISt	9	13	114	1	0	0	0	0	0
krEdIt->krE-dI-tId	698	13	865	1	0	0	0	0	0
dIspjut->dI-spju-tId	329	13	631	1	0	0	0	0	0
rEnJ->rEnJt	52	13	168	1	0	0	0	0	0
b5lt->b5l-tId	149	13	319	1	0	0	0	0	0
d$n->d$nd	582	13	692	1	0	0	0	0	0
2->2d	2284	13	9493	1	0	0	0	0	0
S1d->S1-dId	403	13	659	1	0	0	0	0	0
hIpn@t2z->hIp-n@-t2zd	7	13	107	1	0	0	0	0	0
IrVpt->I-rVp-tId	5	13	106	1	0	0	0	0	0
@flIkt->@-flIk-tId	5	13	101	1	0	0	0	0	0
JIp->JIpt	106	13	374	1	0	0	0	0	0
plE_->plE_d	79	13	186	1	0	0	0	0	0
k@mp2l->k@m-p2ld	3	13	98	1	0	0	0	0	0
bIwIJ->bI-wIJt	1	13	96	1	0	0	0	0	0
kQl@n2z->kQ-l@-n2zd	5	13	96	1	0	0	0	0	0
fl{Nk->fl{Nkt	105	13	282	1	0	0	0	0	0
5v@t3n->5-v@-t3nd	5	13	93	1	0	0	0	0	0
klVt3->klV-t3d	41	13	128	1	0	0	0	0	0
Tw$t->Tw$-tId	7	13	94	1	0	0	0	0	0
dIsm1->dIs-m1d	126	13	210	1	0	0	0	0	0
bVnd@l->bVn-d@ld	242	13	418	1	0	0	0	0	0
gr1t->gr1-tId	33	13	117	1	0	0	0	0	0
SIp->SIpt	793	13	1378	1	0	0	0	0	0
fr{gmEnt->fr{g-mEn-tId	103	13	463	1	0	0	0	0	0
$d1n->$-d1nd	2	13	80	1	0	0	0	0	0
w23->w2-3d	622	13	870	1	0	0	0	0	0
kris->krist	42	13	148	1	0	0	0	0	0
dQkjUmEnt->dQ-kjU-mEn-tId	393	13	965	1	0	0	0	0	0
skQrr->skQrd	122	13	295	1	0	0	0	0	0
m2n->m2nd	1658	13	1947	1	0	0	0	0	0
b2d->b2d	13	13	13	0	1	0	0	0	0
fQst3->fQ-st3d	97	12	535	1	0	0	0	0	0
pQrtIsIp1t->pQr-tI-sI-p1-tId	52	12	386	1	0	0	0	0	0
Vnd@g5->Vn-d@-wEnt	25	12	319	0	0	0	0	0	1
sVbstItjut->sVb-stI-tju-tId	233	12	544	1	0	0	0	0	0
dIs@gri->dIs-@-grid	43	12	257	1	0	0	0	0	0
stEm->stEmd	187	12	548	1	0	0	0	0	0
strim->strimd	664	12	1066	1	0	0	0	0	0
fl{p->fl{pt	79	12	304	1	0	0	0	0	0
stim->stimd	318	12	508	1	0	0	0	0	0
Iksp$t->Ik-sp$-tId	237	12	588	1	0	0	0	0	0
twIJ->twIJt	51	12	228	1	0	0	0	0	0
JIl->JIld	181	12	358	1	0	0	0	0	0
nIt->nI-tId	5	12	169	1	0	0	0	0	0
rEk@ns2l->rE-k@n-s2ld	21	12	165	1	0	0	0	0	0
r5st->r5-stId	118	12	280	1	0	0	0	0	0
trIg3->trI-g3d	184	12	340	1	0	0	0	0	0
Iv5k->I-v5kt	14	12	163	1	0	0	0	0	0
lus@n->lu-s@nd	15	12	163	1	0	0	0	0	0
rEgjUl1t->rE-gjU-l1-tId	16	12	161	1	0	0	0	0	0
p6nd->p6n-dId	769	12	4851	1	0	0	0	0	0
mEnd->mEn-dId	33	12	168	1	0	0	0	0	0
p@zIS@n->p@-zI-S@nd	3442	12	4137	1	0	0	0	0	0
kl{mb3->kl{m-b3d	10	12	142	1	0	0	0	0	0
gr1d->gr1-dId	220	12	494	1	0	0	0	0	0
sImplIf2->sIm-plI-f2d	12	12	128	1	0	0	0	0	0
m{gnIf2->m{g-nI-f2d	5	12	127	1	0	0	0	0	0
n5tIf2->n5-tI-f2d	13	12	120	1	0	0	0	0	0
smVD3->smV-D3d	12	12	124	1	0	0	0	0	0
snQrl->snQrld	22	12	147	1	0	0	0	0	0
k5t->k5-tId	909	12	1213	1	0	0	0	0	0
IngVlf->In-gVlft	8	12	113	1	0	0	0	0	0
sl{S->sl{St	28	12	141	1	0	0	0	0	0
n1l->n1ld	189	12	555	1	0	0	0	0	0
In_Ekt->In-_Ek-tId	8	12	110	1	0	0	0	0	0
gr6l->gr6ld	23	12	134	1	0	0	0	0	0
d2@gn5z->d2-@g-n5zd	9	12	107	1	0	0	0	0	0
stIf@n->stI-f@nd	7	12	106	1	0	0	0	0	0
InsjUl1t->In-sjU-l1-tId	6	12	104	1	0	0	0	0	0
bQt@l->bQ-t@ld	1479	12	2181	1	0	0	0	0	0
t{ks->t{kst	1949	12	2434	1	0	0	0	0	0
kl6d->kl6-dId	542	12	1103	1	0	0	0	0	0
{ktIv1t->{k-tI-v1-tId	6	12	96	1	0	0	0	0	0
d2ljut->d2-lju-tId	18	12	107	1	0	0	0	0	0
nQmIn1t->nQ-mI-n1-tId	7	12	96	1	0	0	0	0	0
Imp1r->Im-p1rd	5	12	93	1	0	0	0	0	0
Il{b@r1t->I-l{-b@-r1-tId	491	12	576	1	0	0	0	0	0
6tnVmb3->6t-nVm-b3d	6	12	87	1	0	0	0	0	0
skwQS->skwQSt	140	12	236	1	0	0	0	0	0
gr{tIf2->gr{-tI-f2d	5	12	85	1	0	0	0	0	0
Inv3t->In-v3-tId	4	12	85	1	0	0	0	0	0
Im3s->I-m3st	4	12	84	1	0	0	0	0	0
l1s->l1st	187	12	308	1	0	0	0	0	0
strik->strikt	101	12	222	1	0	0	0	0	0
t1l3->t1-l3d	44	12	137	1	0	0	0	0	0
tEmp3->tEm-p3d	275	12	385	1	0	0	0	0	0
dIspliz->dIs-plizd	3	12	76	1	0	0	0	0	0
swQmp->swQmpt	78	12	208	1	0	0	0	0	0
s{J@r1t->s{-J@-r1-tId	1	12	73	1	0	0	0	0	0
InstItjuS@n@l2z->In-stI-tju-S@-n@l-2zd	2	12	71	1	0	0	0	0	0
d5mEstIk1t->d5-mE-stI-k1-tId	2	12	70	1	0	0	0	0	0
rIt$t->rI-t$-tId	33	12	107	1	0	0	0	0	0
4l->4ld	2217	12	2357	1	0	0	0	0	0
sp1s->sp1st	2259	12	2471	1	0	0	0	0	0
bVg3->bV-g3d	66	12	144	1	0	0	0	0	0
Eks2l->Ek-s2ld	170	12	279	1	0	0	0	0	0
Ingr5s->In-gr5st	0	12	60	1	0	0	0	0	0
k@nf6nd->k@n-f6n-dId	5	12	51	1	0	0	0	0	0
rum3->ru-m3d	181	12	473	1	0	0	0	0	0
bElt->bEl-tId	368	12	508	1	0	0	0	0	0
Inl1->In-l1d	14	12	28	1	0	0	0	0	0
@kQm@d1t->@-kQ-m@-d1-tId	45	11	263	1	0	0	0	0	0
stir->stird	38	11	297	1	0	0	0	0	0
dikris->di-krist	69	11	307	1	0	0	0	0	0
kQmpEns1t->kQm-pEn-s1-tId	31	11	217	1	0	0	0	0	0
hVm->hVmd	70	11	263	1	0	0	0	0	0
bQrk->bQrkt	132	11	312	1	0	0	0	0	0
s$r->s$d	7	11	180	1	0	0	0	0	0
mQk->mQkt	123	11	288	1	0	0	0	0	0
w1l->w1ld	40	11	217	1	0	0	0	0	0
@s$lt->@-s$l-tId	327	11	508	1	0	0	0	0	0
bl2nd->bl2n-dId	636	11	855	1	0	0	0	0	0
st2f@l->st2-f@ld	10	11	156	1	0	0	0	0	0
t2dI->t2-dId	162	11	318	1	0	0	0	0	0
fIlm->fIlmd	1555	11	2237	1	0	0	0	0	0
siz@n->si-z@nd	904	11	1214	1	0	0	0	0	0
dVst->dV-stId	774	11	914	1	0	0	0	0	0
n3s->n3st	565	11	1032	1	0	0	0	0	0
sup@v2z->su-p@-v2zd	13	11	152	1	0	0	0	0	0
rIs2t->rI-s2-tId	13	11	150	1	0	0	0	0	0
skrin->skrind	485	11	758	1	0	0	0	0	0
dIv63->dI-v6-3d	10	11	148	1	0	0	0	0	0
krik->krikt	19	11	166	1	0	0	0	0	0
st$m->st$md	466	11	681	1	0	0	0	0	0
dIsrVpt->dIs-rVp-tId	16	11	143	1	0	0	0	0	0
p2@nir->p2-@-nird	85	11	305	1	0	0	0	0	0
bQb->bQbd	44	11	227	1	0	0	0	0	0
dIgr1d->dI-gr1-dId	6	11	139	1	0	0	0	0	0
skIm->skImd	9	11	137	1	0	0	0	0	0
rIg@l->rI-g@ld	15	11	143	1	0	0	0	0	0
v2@l1t->v2-@-l1-tId	11	11	131	1	0	0	0	0	0
bl1z->bl1zd	79	11	210	1	0	0	0	0	0
suD->suDd	14	11	130	1	0	0	0	0	0
dIpl$r->dI-pl$d	10	11	128	1	0	0	0	0	0
d5z->d5zd	17	11	136	1	0	0	0	0	0
r1n->r1nd	111	11	236	1	0	0	0	0	0
skup->skupt	65	11	186	1	0	0	0	0	0
skwInt->skwIn-tId	10	11	132	1	0	0	0	0	0
dVk->dVkt	80	11	371	1	0	0	0	0	0
f1nt->f1n-tId	461	11	673	1	0	0	0	0	0
fQrm->fQrmd	1167	11	1644	1	0	0	0	0	0
@sImIl1t->@-sI-mI-l1-tId	12	11	113	1	0	0	0	0	0
Ink3r->In-k3d	8	11	112	1	0	0	0	0	0
k@rVpt->k@-rVp-tId	171	11	276	1	0	0	0	0	0
prQd->prQ-dId	12	11	122	1	0	0	0	0	0
dItEst->dI-tE-stId	10	11	109	1	0	0	0	0	0
skEJ->skEJt	130	11	308	1	0	0	0	0	0
p{nIk->p{-nIkt	468	11	574	1	0	0	0	0	0
griz->grizd	116	11	213	1	0	0	0	0	0
sm{k->sm{kt	42	11	145	1	0	0	0	0	0
s@kVm->s@-kVmd	9	11	107	1	0	0	0	0	0
br1s->br1st	22	11	138	1	0	0	0	0	0
l5D->l5Dd	9	11	99	1	0	0	0	0	0
hQb@l->hQ-b@ld	12	11	114	1	0	0	0	0	0
nV_->nV_d	23	11	121	1	0	0	0	0	0
p@fEkt->p@-fEk-tId	1137	11	1232	1	0	0	0	0	0
stQrJ->stQrJt	91	11	183	1	0	0	0	0	0
k4l->k4ld	49	11	176	1	0	0	0	0	0
dIt1n->dI-t1nd	7	11	91	1	0	0	0	0	0
{Nk3->{N-k3d	95	11	192	1	0	0	0	0	0
In{kt->I-n{k-tId	4	11	89	1	0	0	0	0	0
h{mp3->h{m-p3d	34	11	133	1	0	0	0	0	0
st{f->st{ft	2090	11	2262	1	0	0	0	0	0
T{J->T{Jt	34	11	120	1	0	0	0	0	0
brif->brift	813	11	932	1	0	0	0	0	0
dIsIp1t->dI-sI-p1-tId	6	11	82	1	0	0	0	0	0
k5d->k5-dId	447	11	614	1	0	0	0	0	0
v6->v6d	86	11	202	1	0	0	0	0	0
Sr6d->Sr6-dId	720	11	809	1	0	0	0	0	0
f3t@l2z->f3-t@-l2zd	3	11	77	1	0	0	0	0	0
drEnJ->drEnJt	1	11	76	1	0	0	0	0	0
SElv->SElvd	3	11	76	1	0	0	0	0	0
SrIv@l->SrI-v@ld	3	11	76	1	0	0	0	0	0
bliJ->bliJt	29	11	103	1	0	0	0	0	0
s2t->s2-tId	936	11	1484	1	0	0	0	0	0
krIs@n->krI-s@nd	2	11	72	1	0	0	0	0	0
dIkri->dI-krid	40	11	128	1	0	0	0	0	0
s$lt->s$l-tId	742	11	850	1	0	0	0	0	0
pVNkJU1t->pVNk-JU-1-tId	1	11	69	1	0	0	0	0	0
frIn_->frIn_d	238	11	365	1	0	0	0	0	0
pEtrIf2->pE-trI-f2d	1	11	67	1	0	0	0	0	0
rId@l->rI-d@ld	43	11	135	1	0	0	0	0	0
JQrt3->JQr-t3d	144	11	215	1	0	0	0	0	0
m{s->m{st	1901	11	2041	1	0	0	0	0	0
Ink1s->In-k1st	1	11	64	1	0	0	0	0	0
Inskr2b->In-skr2bd	1	11	64	1	0	0	0	0	0
rVmp@l->rVm-p@ld	1	11	62	1	0	0	0	0	0
t2l->t2ld	58	11	234	1	0	0	0	0	0
stVd->stV-dId	35	11	128	1	0	0	0	0	0
2s->2st	934	11	1000	1	0	0	0	0	0
pr@tr{kt->pr@-tr{k-tId	0	11	55	1	0	0	0	0	0
slQS->slQSt	3	11	36	1	0	0	0	0	0
spIl->spIlt	25	10	338	1	0	0	0	0	0
gr1z->gr1zd	21	10	307	1	0	0	0	0	0
k1t3->k1-t3d	21	10	249	1	0	0	0	0	0
mQrkIt->mQr-kI-tId	2374	10	2767	1	0	0	0	0	0
tr{k->tr{kt	705	10	1184	1	0	0	0	0	0
krVmb@l->krVm-b@ld	13	10	203	1	0	0	0	0	0
sQb->sQbd	31	10	294	1	0	0	0	0	0
lEkJ3->lEk-J3d	466	10	950	1	0	0	0	0	0
kwQr@l->kwQ-r@ld	178	10	431	1	0	0	0	0	0
glIt3->glI-t3d	62	10	248	1	0	0	0	0	0
ris2k@l->ri-s2-k@ld	4	10	178	1	0	0	0	0	0
h6l->h6ld	24	10	217	1	0	0	0	0	0
sw3l->sw3ld	26	10	213	1	0	0	0	0	0
rItriv->rI-trivd	20	10	168	1	0	0	0	0	0
skIp->skIpt	29	10	191	1	0	0	0	0	0
dIspEns->dI-spEnst	16	10	166	1	0	0	0	0	0
tEstIf2->tE-stI-f2d	22	10	166	1	0	0	0	0	0
bUlI->bU-lId	64	10	231	1	0	0	0	0	0
m5bIl2z->m5-bI-l2zd	14	10	155	1	0	0	0	0	0
s{g->s{gd	13	10	161	1	0	0	0	0	0
sImb@l2z->sIm-b@-l2zd	12	10	148	1	0	0	0	0	0
blEnd->blEn-dId	72	10	209	1	0	0	0	0	0
S$t@n->S$-t@nd	11	10	142	1	0	0	0	0	0
dIsIntIgr1t->dIs-In-tI-gr1-tId	10	10	141	1	0	0	0	0	0
rip1->ri-p1d	19	10	141	1	0	0	0	0	0
dip@n->di-p@nd	7	10	137	1	0	0	0	0	0
Vnf5ld->Vn-f5l-dId	6	10	137	1	0	0	0	0	0
bVz->bVzd	56	10	188	1	0	0	0	0	0
dItirrirr1t->dI-tir-rir-r1-tId	9	10	131	1	0	0	0	0	0
r5m->r5md	11	10	131	1	0	0	0	0	0
r1d->r1-dId	194	10	440	1	0	0	0	0	0
trIp->trIpt	987	10	1340	1	0	0	0	0	0
m{nIfEst->m{-nI-fE-stId	102	10	215	1	0	0	0	0	0
TVmp->TVmpt	76	10	201	1	0	0	0	0	0
IfEkt->I-fEk-tId	2795	10	3883	1	0	0	0	0	0
kl{t3->kl{-t3d	89	10	202	1	0	0	0	0	0
h2l2t->h2-l2-tId	19	10	145	1	0	0	0	0	0
str1->str1d	93	10	218	1	0	0	0	0	0
f{n->f{nd	165	10	407	1	0	0	0	0	0
dIf@rEnSI1t->dI-f@-rEn-SI-1-tId	10	10	107	1	0	0	0	0	0
m@tirrirl2z->m@-tir-rir-l2zd	12	10	107	1	0	0	0	0	0
J{n@l->J{-n@ld	392	10	703	1	0	0	0	0	0
grIl->grIld	55	10	155	1	0	0	0	0	0
f1z->f1zd	561	10	743	1	0	0	0	0	0
pr2s->pr2st	1709	10	2977	1	0	0	0	0	0
S63->S6-3d	291	10	472	1	0	0	0	0	0
wIns->wInst	11	10	105	1	0	0	0	0	0
@dhir->@d-hird	6	10	98	1	0	0	0	0	0
f$lt3->f$l-t3d	5	10	98	1	0	0	0	0	0
IntImId1t->In-tI-mI-d1-tId	5	10	96	1	0	0	0	0	0
Inh1l->In-h1ld	5	10	93	1	0	0	0	0	0
bEl5->bE-l5d	12	10	105	1	0	0	0	0	0
bIst5->bI-st5d	6	10	87	1	0	0	0	0	0
sn$t->sn$-tId	33	10	123	1	0	0	0	0	0
IgzEmplIf2->Ig-zEm-plI-f2d	5	10	84	1	0	0	0	0	0
@mEnd->@-mEn-dId	5	10	83	1	0	0	0	0	0
m{S->m{St	36	10	113	1	0	0	0	0	0
b1r->b1rd	660	10	753	1	0	0	0	0	0
d5n1t->d5-n1-tId	6	10	80	1	0	0	0	0	0
kl{mp->kl{mpt	22	10	108	1	0	0	0	0	0
IntrVst->In-trV-stId	5	10	77	1	0	0	0	0	0
JQrm->JQrmd	323	10	466	1	0	0	0	0	0
tIpt5->tIp-t5d	32	10	104	1	0	0	0	0	0
rifIl->ri-fIld	8	10	80	1	0	0	0	0	0
stju->stjud	58	10	156	1	0	0	0	0	0
p2p->p2pt	396	10	631	1	0	0	0	0	0
st{nd@d2z->st{n-d@-d2zd	3	10	73	1	0	0	0	0	0
b{pt2z->b{p-t2zd	3	10	72	1	0	0	0	0	0
rIg->rIgd	72	10	168	1	0	0	0	0	0
kVp->kVpt	1072	10	1446	1	0	0	0	0	0
dIplit->dI-pli-tId	4	10	71	1	0	0	0	0	0
5v@l5d->5-v@-l5-dId	28	10	96	1	0	0	0	0	0
mjutIl1t->mju-tI-l1-tId	3	10	68	1	0	0	0	0	0
prQf3->prQ-f3d	3	10	69	1	0	0	0	0	0
s$nt3->s$n-t3d	6	10	72	1	0	0	0	0	0
p3s->p3st	164	10	249	1	0	0	0	0	0
stVnt->stVn-tId	63	10	145	1	0	0	0	0	0
t1p->t1pt	508	10	667	1	0	0	0	0	0
$t5m1t->$-t5-m1-tId	2	10	61	1	0	0	0	0	0
@kwIt->@-kwI-tId	2	10	60	1	0	0	0	0	0
tr{nsp23->tr{n-sp2-3d	2	10	60	1	0	0	0	0	0
drVg->drVgd	346	10	905	1	0	0	0	0	0
_Vmb@l->_Vm-b@ld	92	10	150	1	0	0	0	0	0
Int{Ng@l->In-t{N-g@ld	1	10	58	1	0	0	0	0	0
pIk@l->pI-k@ld	37	10	122	1	0	0	0	0	0
bEd->bE-dId	4376	10	4888	1	0	0	0	0	0
k@mpjut@r2z->k@m-pju-t@-r2zd	1	10	57	1	0	0	0	0	0
gr6nd->gr6n-dId	3138	10	3238	1	0	0	0	0	0
ilQNg1t->i-lQN-g1-tId	1	10	56	1	0	0	0	0	0
pQrJ->pQrJt	1	10	56	1	0	0	0	0	0
mEk@n2z->mE-k@-n2zd	1	10	55	1	0	0	0	0	0
Int@sp3s->In-t@-sp3st	0	10	51	1	0	0	0	0	0
kQr@g1t->kQ-r@-g1-tId	0	10	50	1	0	0	0	0	0
bEnd->bEn-dId	198	9	1358	1	0	0	0	0	0
Int@fir->In-t@-fird	57	9	390	1	0	0	0	0	0
b1t->b1-tId	561	9	829	1	0	0	0	0	0
vQmIt->vQ-mI-tId	57	9	267	1	0	0	0	0	0
su->sud	38	9	220	1	0	0	0	0	0
spEkjUl1t->spE-kjU-l1-tId	24	9	189	1	0	0	0	0	0
kQrIspQnd->kQ-rI-spQn-dId	19	9	188	1	0	0	0	0	0
dIt3r->dI-t3d	30	9	184	1	0	0	0	0	0
brud->bru-dId	42	9	220	1	0	0	0	0	0
d{Ng@l->d{N-g@ld	4	9	175	1	0	0	0	0	0
Int1l->In-t1ld	16	9	175	1	0	0	0	0	0
hQrvIst->hQr-vI-stId	252	9	431	1	0	0	0	0	0
tIk->tIkt	37	9	216	1	0	0	0	0	0
rIsid->rI-si-dId	7	9	152	1	0	0	0	0	0
w1d->w1-dId	15	9	149	1	0	0	0	0	0
rIns->rInst	40	9	171	1	0	0	0	0	0
kl{rIf2->kl{-rI-f2d	20	9	142	1	0	0	0	0	0
sw$m->sw$md	38	9	199	1	0	0	0	0	0
rIz$t->rI-z$-tId	312	9	493	1	0	0	0	0	0
trIk@l->trI-k@ld	74	9	203	1	0	0	0	0	0
J{nt->J{n-tId	38	9	195	1	0	0	0	0	0
jut@l2z->ju-t@-l2zd	15	9	131	1	0	0	0	0	0
kIdn{p->kId-n{pt	6	9	126	1	0	0	0	0	0
Vnl5d->Vn-l5-dId	11	9	122	1	0	0	0	0	0
pErIS->pE-rISt	17	9	118	1	0	0	0	0	0
rIfr1n->rI-fr1nd	32	9	135	1	0	0	0	0	0
TIk@n->TI-k@nd	5	9	116	1	0	0	0	0	0
m$n->m$nd	10	9	110	1	0	0	0	0	0
dIsrIgQrd->dIs-rI-gQr-dId	50	9	148	1	0	0	0	0	0
n3J3->n3-J3d	18	9	120	1	0	0	0	0	0
@st6nd->@-st6n-dId	1	9	103	1	0	0	0	0	0
s3_->s3_d	129	9	237	1	0	0	0	0	0
smVg@l->smV-g@ld	6	9	102	1	0	0	0	0	0
b$d3->b$-d3d	632	9	885	1	0	0	0	0	0
flQp->flQpt	25	9	120	1	0	0	0	0	0
kr{k@l->kr{-k@ld	28	9	124	1	0	0	0	0	0
dIdjus->dI-djust	13	9	98	1	0	0	0	0	0
sk6l->sk6ld	24	9	121	1	0	0	0	0	0
slID3->slI-D3d	5	9	96	1	0	0	0	0	0
l$r->l$d	72	9	186	1	0	0	0	0	0
flInJ->flInJt	6	9	94	1	0	0	0	0	0
Int@sEpt->In-t@-sEp-tId	10	9	93	1	0	0	0	0	0
gVlp->gVlpt	45	9	148	1	0	0	0	0	0
rIfrES->rI-frESt	9	9	91	1	0	0	0	0	0
br2t@n->br2-t@nd	6	9	87	1	0	0	0	0	0
dIsk6nt->dIs-k6n-tId	89	9	187	1	0	0	0	0	0
prIk->prIkt	44	9	126	1	0	0	0	0	0
bId->b{d	209	9	385	0	0	1	0	0	0
h{v->h{vd	7	9	83	1	0	0	0	0	0
@blIt@r1t->@-blI-t@-r1-tId	6	9	83	1	0	0	0	0	0
dIf3r->dI-f3d	7	9	82	1	0	0	0	0	0
w{ks->w{kst	136	9	215	1	0	0	0	0	0
wED3->wE-D3d	1167	9	1245	1	0	0	0	0	0
Eksk@v1t->Ek-sk@-v1-tId	4	9	80	1	0	0	0	0	0
TrEd->TrE-dId	186	9	367	1	0	0	0	0	0
Igz{sp@r1t->Ig-z{-sp@-r1-tId	1	9	79	1	0	0	0	0	0
pl1g->pl1gd	113	9	206	1	0	0	0	0	0
stIJ->stIJt	21	9	142	1	0	0	0	0	0
w1_->w1_d	431	9	504	1	0	0	0	0	0
h4st->h4-stId	14	9	89	1	0	0	0	0	0
r{p->r{pt	29	9	102	1	0	0	0	0	0
tEns->tEnst	289	9	371	1	0	0	0	0	0
{mplIf2->{m-plI-f2d	4	9	74	1	0	0	0	0	0
sw3v->sw3vd	11	9	82	1	0	0	0	0	0
stINk->st{Nk	50	9	119	0	0	1	0	0	0
k@ndEns->k@n-dEnst	4	9	71	1	0	0	0	0	0
krIst@l2z->krI-st@-l2zd	4	9	71	1	0	0	0	0	0
grIm1s->grI-m1st	68	9	144	1	0	0	0	0	0
dEv@st1t->dE-v@-st1-tId	3	9	67	1	0	0	0	0	0
rIvir->rI-vird	5	9	67	1	0	0	0	0	0
m1l->m1ld	446	9	525	1	0	0	0	0	0
t5st->t5-stId	253	9	326	1	0	0	0	0	0
s{d@l->s{-d@ld	151	9	241	1	0	0	0	0	0
tEr@s->tE-r@st	376	9	518	1	0	0	0	0	0
tED3->tE-D3d	12	9	75	1	0	0	0	0	0
sp3r->sp3d	83	9	186	1	0	0	0	0	0
gVt->gV-tId	98	9	156	1	0	0	0	0	0
sk$J->sk$Jt	13	9	73	1	0	0	0	0	0
Im{nsIp1t->I-m{n-sI-p1-tId	3	9	60	1	0	0	0	0	0
Iv{kjU1t->I-v{-kjU-1-tId	3	9	60	1	0	0	0	0	0
sup@sid->su-p@-si-dId	3	9	60	1	0	0	0	0	0
bVnJ->bVnJt	283	9	399	1	0	0	0	0	0
s{d@n->s{-d@nd	1	9	59	1	0	0	0	0	0
dVb->dVbd	1	9	58	1	0	0	0	0	0
pIt->pI-tId	228	9	364	1	0	0	0	0	0
k$n3->k$-n3d	1822	9	2255	1	0	0	0	0	0
ImpEl->Im-pEld	0	9	56	1	0	0	0	0	0
ImplIk1t->Im-plI-k1-tId	2	9	56	1	0	0	0	0	0
w2twQS->w2t-wQSt	34	9	88	1	0	0	0	0	0
k@nt$t->k@n-t$-tId	1	9	55	1	0	0	0	0	0
Intr{ns->In-tr{nst	842	9	957	1	0	0	0	0	0
_1l->_1ld	530	9	624	1	0	0	0	0	0
$rirnt->$-rirn-tId	5	9	58	1	0	0	0	0	0
bIsi_->bI-si_d	1	9	54	1	0	0	0	0	0
2dirl2z->2-dir-l2zd	1	9	54	1	0	0	0	0	0
EJ->EJt	1	9	53	1	0	0	0	0	0
tIn_->tIn_d	43	9	92	1	0	0	0	0	0
$->$d	148	9	195	1	0	0	0	0	0
InkrVst->In-krV-stId	0	9	46	1	0	0	0	0	0
